Var1,Imeal_1,Imeal_2
175,280.146767594274,1.28130238809765
173.333333333,275.07326705818,1.28135706162999
171.666666667,269.998234915394,1.28141163349697
170,264.921689003353,1.28146611092498
168.333333333,259.843645666379,1.28152050032681
166.666666667,254.764119913842,1.28157480738809
165,249.683125560678,1.28162903714489
163.333333333,244.600675359204,1.28168319405324
161.666666667,239.516781109932,1.28173728205154
160,234.431453759901,1.28179130461655
160,234.45941509705,1.28184526481348
158.888888889,237.001464787954,1.28189916534097
157.777777778,239.54399596164,1.28195300857135
156.666666667,242.087012175627,1.28200679658669
155.555555556,244.63051677601,1.28206053121106
154.444444444,247.174512909016,1.28211421403952
153.333333333,249.71900353169,1.28216784646388
152.222222222,252.26399142834,1.28222142969582
151.111111111,254.809479219551,1.28227496478766
150,257.355469370247,1.2823284526507
150,257.385318234435,1.28238189407179
147.222222222,250.573202137673,1.28243528972804
144.444444444,243.759272969017,1.2824886401999
141.666666667,236.943538717555,1.28254194598296
138.888888889,230.12600708292,1.28259520749829
136.111111111,223.30668549951,1.28264842510176
133.333333333,216.48558115427,1.28270159909231
130.555555556,209.662701010003,1.28275472971926
127.777777778,202.838051819054,1.28280781718888
125,196.011640139256,1.28286086167012
125,196.033241892641,1.28291386329975
123.333333333,189.229609200933,1.28296682218692
121.666666667,182.424272206698,1.28301973841718
120,175.617235292318,1.28307261205594
118.333333333,168.808502748913,1.28312544315171
116.666666667,161.998078783454,1.28317823173878
115,155.185967521399,1.28323097783963
113.333333333,148.372173016508,1.28328368146707
111.666666667,141.556699252306,1.28333634262609
110,134.739550146844,1.2833889613155
110,134.753441943045,1.28344153752929
108.333333333,128.783171543656,1.28349407125788
106.666666667,122.811436341776,1.28354656248918
105,116.83823980141,1.28359901120952
103.333333333,110.863585333545,1.28365141740436
101.666666667,104.88747630286,1.28370378105905
100,98.9099160265099,1.28375610215931
98.3333333333,92.9309077775981,1.28380838069178
96.6666666667,86.9504547836588,1.28386061664437
95,80.968560232756,1.28391281000661
95,80.9758650996261,1.28396496076989
94.4444444444,79.2695109438907,1.28401706892771
93.8888888889,77.5627423192928,1.28406913447584
93.3333333333,75.8555600845343,1.28412115741241
92.7777777778,74.1479650911085,1.28417313773808
92.2222222222,72.4399581829428,1.284225075456
91.6666666667,70.7315401968341,1.28427697057197
91.1111111111,69.0227119623758,1.2843288230943
90.5555555556,67.3134743023882,1.28438063303397
90,65.6038280325211,1.2844324004045
90,65.60926229622,1.28448412522191
90,65.1890041154274,1.28453580750476
90,64.7686446536183,1.28458744727401
90,64.3481839452542,1.284639044553
90,63.9276220296539,1.28469059936732
90,63.5069589501564,1.28474211174487
90,63.0861947545007,1.28479358171562
90,62.6653294939752,1.2848450093116
90,62.2443632238515,1.28489639456684
90,61.8232960025588,1.28494773751729
90,61.8282600528561,1.28499903820063
90,61.4070400644916,1.28505029665632
90,60.985719280337,1.28510151292544
90,60.5642977709175,1.28515268705064
90,60.1427756096718,1.28520381907601
90,59.7211528721882,1.28525490904707
90,59.2994296366827,1.28530595701063
90,58.877605983229,1.28535696301474
90,58.4556819942691,1.28540792710861
90,58.033657753871,1.28545884934257
90,58.0381532035512,1.28550972976792
90,57.6159772743383,1.28556056843699
90,57.193701318015,1.2856113654029
90,56.7713254253207,1.28566212071967
90,56.3488496887341,1.28571283444209
90,55.926274201739,1.28576350662564
90,55.5035990593426,1.28581413732643
90,55.080824357424,1.28586472660122
90,54.6579501932483,1.28591527450731
90,54.2349766647723,1.2859657811025
90,54.2390075226641,1.28601624644504
90,54.2430355502599,1.28606667059362
90,54.2470607333353,1.28611705360731
90,54.2510830586919,1.28616739554549
90,54.2551025140757,1.28621769646786
90,54.2591190881524,1.28626795643439
90,54.2631327704322,1.28631817550525
90,54.2671435512593,1.28636835374087
90,54.2711514217299,1.2864184912018
90,54.2751563736848,1.28646858794875
90,54.2791583996531,1.28651864404256
90,53.0002633035271,1.28656865954413
90,51.7210787718426,1.28661863451445
90,50.4416051373745,1.28666856901458
90,49.1618427328967,1.28671846310553
90,47.8817918909716,1.28676831684845
90,46.6014529436119,1.28681813030433
90,45.3208262227835,1.28686790353423
90,44.0399120601157,1.28691763659909
90,42.7587107866777,1.2869673295599
90,42.7614021111018,1.28701698247747
90,42.335984259543,1.28706659541259
90,41.910469682245,1.28711616842589
90,41.4848584870223,1.28716570157795
90,41.0591507820513,1.28721519492922
90,40.6333466752639,1.28726464853998
90,40.2074462749405,1.28731406247041
90,39.7814496890584,1.28736343678055
