Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69
1.1228,1.1706,1.0819,0.22204,1.9608e-06,0.0014003,5.9769,0.10071,0.31735,4.8541,1.085,1.0416,151.5551,152.5105,12.3495,34.0022,0.01,0.1,130.9193,116.2246,10.7808,12.8753,607.4069,24.6456,35.9761,1.8643,1.3654,9.8619e-09,1.3932e-19,3.7325e-10,1.1243e-05,1.8206e-13,4.2668e-07,6,0.01,0.1,2.7254,0.0040385,0.063549,10.4799,0.12138,0.3484,5.9998,0.01009,0.10045,328.7969,400.97,20.0242,0.0032,1e-08,0.0001,1.7916e-06,1.0085e-14,1.0043e-07,1.0214e-08,3.8696e-19,6.2206e-10,2.7255,0.0040285,0.063471,5.5387,0.025178,0.15868,9.8621e-09,1.3931e-19,3.7324e-10,34.1976,0.018643,0.13654
1.3274,1.1862,1.0891,0.25618,1.9608e-06,0.0014003,6.1794,0.1108,0.33287,4.852,1.0949,1.0464,170.1422,183.8849,13.5604,33.9985,0.01,0.1,147.4282,144.7034,12.0293,15.8569,732.7837,27.07,36.4069,1.949,1.396,9.9801e-09,1.4568e-19,3.8168e-10,1.1377e-05,1.9033e-13,4.3626e-07,6,0.01,0.1,2.7659,0.004442,0.066648,10.6029,0.12647,0.35562,5.9998,0.0101,0.1005,336.1725,419.2872,20.4765,0.0032,1e-08,0.0001,1.7916e-06,1.0095e-14,1.0048e-07,1.0443e-08,4.0464e-19,6.3611e-10,2.7658,0.004432,0.066573,5.6395,0.0277,0.16643,9.98e-09,1.4567e-19,3.8167e-10,34.2407,0.01949,0.1396
1.5632,1.2014,1.0961,0.29249,1.9608e-06,0.0014003,6.413,0.12088,0.34768,4.8498,1.1048,1.0511,190.081,217.3377,14.7424,33.9997,0.01,0.1,165.6001,175.5139,13.2482,19.3655,866.4702,29.4359,37.0422,2.0336,1.426,1.0154e-08,1.5204e-19,3.8992e-10,1.1576e-05,1.9859e-13,4.4564e-07,6,0.01,0.1,2.8126,0.0048452,0.069607,10.746,0.13155,0.3627,5.9998,0.01011,0.10055,344.7614,437.5924,20.9187,0.0032,1e-08,0.0001,1.7916e-06,1.0105e-14,1.0053e-07,1.071e-08,4.2231e-19,6.4985e-10,2.8126,0.0048352,0.069535,5.7564,0.03022,0.17384,1.0154e-08,1.5203e-19,3.8991e-10,34.3042,0.020336,0.1426
1.8319,1.216,1.1027,0.32999,1.9608e-06,0.0014003,6.6795,0.13095,0.36187,4.8476,1.1147,1.0558,210.9181,252.6784,15.8959,34.0002,0.01,0.1,185.1853,208.4525,14.4379,23.4724,1007.7221,31.7446,37.7161,2.1181,1.4554,1.0339e-08,1.5839e-19,3.9799e-10,1.1786e-05,2.0685e-13,4.5481e-07,6,0.01,0.1,2.8659,0.0052479,0.072443,10.9112,0.13663,0.36964,5.9998,0.01012,0.1006,354.6692,455.8825,21.3514,0.0032,1e-08,0.0001,1.7916e-06,1.0115e-14,1.0058e-07,1.1018e-08,4.3996e-19,6.6329e-10,2.8659,0.0052379,0.072374,5.8897,0.032737,0.18093,1.0339e-08,1.5839e-19,3.9798e-10,34.3716,0.021181,0.14554
2.1344,1.2301,1.1091,0.36732,1.9608e-06,0.0014003,6.9799,0.14101,0.37551,4.8455,1.1246,1.0605,232.0136,289.7253,17.0213,33.9997,0.01,0.1,205.7717,243.3262,15.5989,28.2622,1155.7115,33.9958,38.4846,2.2026,1.4841,1.055e-08,1.6474e-19,4.0589e-10,1.2026e-05,2.151e-13,4.6379e-07,6,0.01,0.1,2.926,0.0056503,0.075168,11.0996,0.14171,0.37644,5.9998,0.01013,0.10065,365.9756,474.155,21.7751,0.0032,1e-08,0.0001,1.7916e-06,1.0125e-14,1.0062e-07,1.1369e-08,4.5759e-19,6.7645e-10,2.9259,0.0056403,0.075102,6.0397,0.035252,0.18775,1.055e-08,1.6473e-19,4.0587e-10,34.4485,0.022026,0.14841
2.4706,1.2437,1.1152,0.40279,1.9608e-06,0.0014003,7.3139,0.15106,0.38866,4.8433,1.1345,1.0651,252.5689,328.3052,18.1192,34.0006,0.01,0.1,226.7659,279.9515,16.7318,33.8186,1309.9901,36.1938,39.3515,2.287,1.5123,1.0787e-08,1.7108e-19,4.1362e-10,1.2297e-05,2.2334e-13,4.7259e-07,6,0.01,0.1,2.9928,0.0060522,0.077796,11.312,0.14678,0.38312,5.9998,0.01014,0.1007,378.7205,492.4083,22.1903,0.0032,1e-08,0.0001,1.7916e-06,1.0135e-14,1.0067e-07,1.1765e-08,4.7521e-19,6.8935e-10,2.9928,0.0060422,0.077732,6.207,0.037764,0.19433,1.0787e-08,1.7107e-19,4.1361e-10,34.5352,0.02287,0.15123
2.8384,1.2568,1.1211,0.43449,1.9608e-06,0.0014003,7.6796,0.16109,0.40136,4.8412,1.1444,1.0698,271.6718,368.2637,19.1902,34.0001,0.01,0.1,247.4092,318.1545,17.8369,40.2205,1469.7382,38.3372,40.3144,2.3713,1.5399,1.1051e-08,1.7742e-19,4.2121e-10,1.2598e-05,2.3158e-13,4.8122e-07,6,0.01,0.1,3.0659,0.0064536,0.080335,11.5482,0.15184,0.38967,5.9998,0.01015,0.10075,392.89,510.6411,22.5974,0.0032,1e-08,0.0001,1.7916e-06,1.0145e-14,1.0072e-07,1.2205e-08,4.928e-19,7.02e-10,3.0658,0.0064437,0.080272,6.3894,0.040273,0.20068,1.1051e-08,1.7741e-19,4.2121e-10,34.6314,0.023713,0.15399
3.2343,1.2694,1.1267,0.46048,1.9608e-06,0.0014003,8.0733,0.17112,0.41366,4.839,1.1544,1.0744,288.3685,409.4342,20.2345,33.9998,0.01,0.1,266.8177,357.7708,18.9148,47.5276,1634.2743,40.4262,41.3694,2.4555,1.567,1.134e-08,1.8375e-19,4.2866e-10,1.2928e-05,2.398e-13,4.8969e-07,6,0.01,0.1,3.1447,0.0068546,0.082793,11.8067,0.1569,0.39611,5.9998,0.01016,0.1008,408.4036,528.8528,22.9968,0.0032,1e-08,0.0001,1.7916e-06,1.0155e-14,1.0077e-07,1.2687e-08,5.1038e-19,7.1441e-10,3.1447,0.0068446,0.082732,6.5868,0.042779,0.20683,1.1341e-08,1.8374e-19,4.2865e-10,34.7369,0.024555,0.1567
3.6527,1.2816,1.1321,0.47896,1.9608e-06,0.0014003,8.4896,0.18113,0.42559,4.8369,1.1643,1.079,301.8073,451.6841,21.2529,33.9995,0.01,0.1,284.0563,398.6439,19.9661,55.8002,1803.083,42.4627,42.5056,2.5396,1.5936,1.1652e-08,1.9006e-19,4.3596e-10,1.3283e-05,2.4801e-13,4.98e-07,6,0.01,0.1,3.2279,0.0072552,0.085177,12.0851,0.16196,0.40244,5.9998,0.01017,0.10085,425.1063,547.0435,23.389,0.0032,1e-08,0.0001,1.7916e-06,1.0165e-14,1.0082e-07,1.3206e-08,5.2793e-19,7.2659e-10,3.2278,0.0072452,0.085119,6.7946,0.045282,0.2128,1.1652e-08,1.9006e-19,4.3595e-10,34.8506,0.025396,0.15936
4.0866,1.2933,1.1372,0.48857,1.9608e-06,0.0014003,8.9214,0.19113,0.43719,4.8348,1.1742,1.0836,311.3121,494.8653,22.2456,34.0001,0.01,0.1,298.2572,440.6279,20.9911,65.0865,1975.6679,44.4485,43.7066,2.6236,1.6198,1.1981e-08,1.9638e-19,4.4315e-10,1.3658e-05,2.5621e-13,5.0618e-07,6,0.01,0.1,3.3143,0.0076553,0.087494,12.3795,0.167,0.40866,5.9998,0.01018,0.1009,442.7673,565.2136,23.7742,0.0032,1e-08,0.0001,1.7916e-06,1.0175e-14,1.0087e-07,1.3755e-08,5.4547e-19,7.3856e-10,3.3143,0.0076453,0.087437,7.0106,0.047783,0.21859,1.1981e-08,1.9637e-19,4.4314e-10,34.9707,0.026236,0.16198
4.5279,1.3045,1.1422,0.48857,1.9608e-06,0.0014003,9.3606,0.20112,0.44847,4.8327,1.1841,1.0881,316.5337,538.8592,23.2133,33.9995,0.01,0.1,308.6981,483.5806,21.9905,75.3935,2151.5216,46.3845,44.9522,2.7076,1.6455,1.2323e-08,2.0268e-19,4.5021e-10,1.4048e-05,2.6441e-13,5.1421e-07,6,0.01,0.1,3.4021,0.008055,0.08975,12.6848,0.17205,0.41478,5.9998,0.01019,0.10095,461.0878,583.3639,24.1529,0.0032,1e-08,0.0001,1.7916e-06,1.0185e-14,1.0092e-07,1.4324e-08,5.6299e-19,7.5032e-10,3.4018,0.008045,0.089694,7.2295,0.050281,0.22423,1.2323e-08,2.0268e-19,4.502e-10,35.0952,0.027076,0.16455
4.9676,1.3153,1.1469,0.47896,1.9608e-06,0.0014003,9.7982,0.21111,0.45946,4.8306,1.194,1.0927,317.4453,583.5302,24.1564,33.999,0.01,0.1,314.9636,527.3732,22.9646,86.7087,2329.9443,48.2695,46.2182,2.7914,1.6707,1.267e-08,2.0898e-19,4.5715e-10,1.4443e-05,2.7259e-13,5.2211e-07,6,0.01,0.1,3.4896,0.0084543,0.091947,12.9953,0.17708,0.42081,5.9998,0.0102,0.101,479.7181,601.4957,24.5254,0.0032,1e-08,0.0001,1.7916e-06,1.0195e-14,1.0097e-07,1.4903e-08,5.8048e-19,7.6189e-10,3.4897,0.0084443,0.091893,7.4493,0.052777,0.22973,1.267e-08,2.0898e-19,4.5714e-10,35.2218,0.027914,0.16707
5.397,1.3257,1.1514,0.46048,1.9608e-06,0.0014003,10.2255,0.22108,0.47019,4.8285,1.2039,1.0972,314.4244,628.7743,25.0754,34.0004,0.01,0.1,316.9526,571.8798,23.914,99.0125,2510.8502,50.1084,47.4809,2.8751,1.6956,1.3016e-08,2.1528e-19,4.6398e-10,1.4838e-05,2.8077e-13,5.2988e-07,6,0.01,0.1,3.5751,0.0088533,0.094092,13.3047,0.18211,0.42675,5.9998,0.01021,0.10104,498.2828,619.6106,24.892,0.0032,1e-08,0.0001,1.7915e-06,1.0205e-14,1.0102e-07,1.5479e-08,5.9797e-19,7.7328e-10,3.575,0.0088433,0.094039,7.6626,0.055271,0.2351,1.3016e-08,2.1528e-19,4.6398e-10,35.3481,0.028751,0.16956
5.808,1.3357,1.1557,0.43449,1.9608e-06,0.0014003,10.6344,0.23105,0.48068,4.8264,1.2138,1.1017,308.1012,674.4747,25.9707,33.9995,0.01,0.1,314.9258,616.9824,24.8391,112.2379,2693.6433,51.9003,48.714,2.9588,1.7201,1.3354e-08,2.2157e-19,4.7071e-10,1.5223e-05,2.8895e-13,5.3754e-07,6,0.01,0.1,3.6569,0.009252,0.096188,13.6068,0.18714,0.4326,5.9998,0.01022,0.10109,516.4093,637.7105,25.2529,0.0032,1e-08,0.0001,1.7915e-06,1.0215e-14,1.0107e-07,1.6043e-08,6.1543e-19,7.845e-10,3.6569,0.009242,0.096135,7.8672,0.057763,0.24034,1.3354e-08,2.2157e-19,4.7071e-10,35.4714,0.029588,0.17201
6.1939,1.3452,1.1598,0.40279,1.9608e-06,0.0014003,11.0182,0.24101,0.49093,4.8243,1.2237,1.1062,299.3389,720.5303,26.8427,33.9999,0.01,0.1,309.4676,662.5725,25.7405,126.298,2877.8631,53.6457,49.8933,3.0425,1.7443,1.3677e-08,2.2785e-19,4.7734e-10,1.5592e-05,2.9711e-13,5.4508e-07,6,0.01,0.1,3.7336,0.0096505,0.098237,13.896,0.19217,0.43837,5.9998,0.01023,0.10114,533.7573,655.7978,25.6085,0.0032,1e-08,0.0001,1.7915e-06,1.0225e-14,1.0112e-07,1.6581e-08,6.3289e-19,7.9554e-10,3.7337,0.0096406,0.098186,8.0592,0.060253,0.24547,1.3677e-08,2.2785e-19,4.7733e-10,35.5893,0.030425,0.17443
6.5497,1.3543,1.1638,0.36732,1.9608e-06,0.0014003,11.3719,0.25097,0.50097,4.8223,1.2336,1.1107,289.0472,766.8531,27.6921,33.9992,0.01,0.1,301.363,708.5449,26.6185,141.0949,3063.0811,55.3451,51.0004,3.126,1.7681,1.3981e-08,2.3413e-19,4.8387e-10,1.5938e-05,3.0528e-13,5.5252e-07,6,0.01,0.1,3.8044,0.010049,0.10024,14.1674,0.19719,0.44406,5.9998,0.01024,0.10119,550.0413,673.8748,25.9591,0.0032,1e-08,0.0001,1.7915e-06,1.0235e-14,1.0117e-07,1.7087e-08,6.5033e-19,8.0643e-10,3.8043,0.010039,0.10019,8.2357,0.062743,0.25049,1.3981e-08,2.3412e-19,4.8386e-10,35.7,0.03126,0.17681
6.872,1.3631,1.1675,0.32999,1.9608e-06,0.0014003,11.6922,0.26093,0.51081,4.8202,1.2435,1.1151,278.1572,813.3576,28.5194,34.0003,0.01,0.1,291.5116,754.801,27.4736,156.4995,3248.8024,56.9983,52.021,3.2096,1.7915,1.426e-08,2.4041e-19,4.9032e-10,1.6257e-05,3.1344e-13,5.5986e-07,6,0.01,0.1,3.8684,0.010447,0.10221,14.4174,0.20221,0.44967,5.9998,0.01025,0.10124,565.0465,691.9445,26.3048,0.0032,1e-08,0.0001,1.7915e-06,1.0245e-14,1.0122e-07,1.7553e-08,6.6777e-19,8.1717e-10,3.8685,0.010437,0.10216,8.3964,0.065232,0.25541,1.426e-08,2.404e-19,4.903e-10,35.8021,0.032096,0.17915
7.1594,1.3715,1.1711,0.29249,1.9608e-06,0.0014003,11.9775,0.27088,0.52047,4.8181,1.2534,1.1195,267.4034,859.9108,29.3242,34.0003,0.01,0.1,280.8179,801.2517,28.3064,172.4178,3434.9199,58.6082,52.9451,3.2931,1.8147,1.4514e-08,2.4669e-19,4.9668e-10,1.6545e-05,3.2159e-13,5.6709e-07,6,0.01,0.1,3.9255,0.010845,0.10414,14.6439,0.20722,0.45522,5.9998,0.01026,0.10129,578.6341,710.0096,26.646,0.0032,1e-08,0.0001,1.7915e-06,1.0255e-14,1.0127e-07,1.7976e-08,6.8521e-19,8.2777e-10,3.9255,0.010835,0.10409,8.5388,0.067721,0.26023,1.4513e-08,2.4666e-19,4.9665e-10,35.8945,0.032931,0.18147
7.4118,1.3795,1.1745,0.25618,1.9608e-06,0.0014003,12.2278,0.28084,0.52994,4.8161,1.2633,1.124,257.4529,906.5023,30.1082,34.0011,0.01,0.1,270.0969,847.8108,29.1172,188.7222,3621.1659,60.1761,53.7676,3.3766,1.8376,1.4739e-08,2.5296e-19,5.0295e-10,1.6802e-05,3.2975e-13,5.7424e-07,6,0.01,0.1,3.9756,0.011244,0.10604,14.8456,0.21224,0.4607,5.9998,0.01027,0.10134,590.7384,728.0735,26.9828,0.0032,1e-08,0.0001,1.7915e-06,1.0265e-14,1.0132e-07,1.8352e-08,7.0264e-19,8.3824e-10,3.9756,0.011234,0.10599,8.664,0.07021,0.26497,1.4739e-08,2.5295e-19,5.0294e-10,35.9768,0.033766,0.18376
7.6302,1.3871,1.1778,0.22204,1.9608e-06,0.0014003,12.4443,0.2908,0.53926,4.814,1.2732,1.1284,248.6849,952.9963,30.8706,33.9986,0.01,0.1,259.9726,894.3936,29.9064,205.2693,3806.8265,61.6995,54.4901,3.4602,1.8601,1.4937e-08,2.5924e-19,5.0916e-10,1.7028e-05,3.379e-13,5.813e-07,6,0.01,0.1,4.0189,0.011642,0.1079,15.0226,0.21726,0.46611,5.9998,0.01028,0.10139,601.3575,746.1392,27.3155,0.0032,1e-08,0.0001,1.7915e-06,1.0275e-14,1.0137e-07,1.8682e-08,7.2007e-19,8.4857e-10,4.0186,0.011632,0.10785,8.7716,0.072701,0.26963,1.4938e-08,2.5924e-19,5.0915e-10,36.049,0.034602,0.18601
7.8169,1.3944,1.1808,0.19071,1.9608e-06,0.0014003,12.6289,0.30077,0.54842,4.812,1.2831,1.1327,241.4275,999.386,31.6131,33.9992,0.01,0.1,250.9543,940.9294,30.6746,222.0477,3992.8172,63.1887,55.114,3.5437,1.8825,1.5108e-08,2.6551e-19,5.1528e-10,1.7223e-05,3.4606e-13,5.8827e-07,6,0.01,0.1,4.0558,0.012041,0.10973,15.1757,0.22228,0.47147,5.9998,0.01029,0.10144,610.5402,764.2104,27.6444,0.0032,1e-08,0.0001,1.7915e-06,1.0285e-14,1.0142e-07,1.8967e-08,7.3751e-19,8.5879e-10,4.0554,0.012031,0.10968,8.8635,0.075192,0.27421,1.5109e-08,2.6551e-19,5.1528e-10,36.1114,0.035437,0.18825
7.9742,1.4013,1.1838,0.16253,1.9608e-06,0.0014003,12.7842,0.31074,0.55744,4.81,1.293,1.1371,235.7686,1045.5776,32.3354,33.9998,0.01,0.1,243.3343,987.3465,31.4221,238.8538,4177.8414,64.6362,55.6457,3.6273,1.9045,1.5254e-08,2.718e-19,5.2134e-10,1.7389e-05,3.5423e-13,5.9517e-07,6,0.01,0.1,4.0868,0.01244,0.11153,15.3062,0.2273,0.47676,5.9998,0.0103,0.10149,618.3715,782.2906,27.9695,0.0032,1e-08,0.0001,1.7915e-06,1.0295e-14,1.0147e-07,1.921e-08,7.5496e-19,8.6889e-10,4.0873,0.01243,0.11149,8.9432,0.077685,0.27872,1.5255e-08,2.718e-19,5.2135e-10,36.1646,0.036273,0.19045
8.1051,1.4079,1.1866,0.13759,1.9608e-06,0.0014003,12.9131,0.32072,0.56632,4.808,1.3029,1.1414,231.6907,1091.5072,33.038,33.9997,0.01,0.1,237.2646,1033.5767,32.1493,255.5809,4360.9195,66.0373,56.0955,3.7109,1.9264,1.5377e-08,2.7808e-19,5.2734e-10,1.753e-05,3.6239e-13,6.0199e-07,6,0.01,0.1,4.1126,0.012839,0.11331,15.416,0.23233,0.482,5.9998,0.01031,0.10154,624.9598,800.3833,28.291,0.0032,1e-08,0.0001,1.7915e-06,1.0305e-14,1.0151e-07,1.9415e-08,7.7242e-19,8.7888e-10,4.1128,0.012829,0.11326,9.007,0.08018,0.28316,1.5377e-08,2.7808e-19,5.2733e-10,36.2095,0.037109,0.19264
8.2124,1.4142,1.1892,0.11583,1.9608e-06,0.0014003,13.0183,0.33071,0.57508,4.806,1.3128,1.1458,229.1517,1137.1022,33.7209,34.0024,0.01,0.1,232.8268,1079.5684,32.8568,272.2277,4543.4648,67.4052,56.4664,3.7947,1.948,1.5479e-08,2.8438e-19,5.3327e-10,1.7646e-05,3.7058e-13,6.0875e-07,6,0.01,0.1,4.1337,0.013239,0.11506,15.5071,0.23736,0.48719,5.9998,0.01032,0.10159,630.4251,818.4924,28.6093,0.0032,1e-08,0.0001,1.7915e-06,1.0315e-14,1.0156e-07,1.9585e-08,7.899e-19,8.8876e-10,4.134,0.013229,0.11502,9.0601,0.082678,0.28754,1.5479e-08,2.8438e-19,5.3327e-10,36.2466,0.037947,0.1948
